Mixture,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,P-value,Correlation,RMSE,Absolute score (sig.score)
Alpha_EK_ID54_3rd,2.73332552887341,1.07772192303743,0,10.0638632562559,0,6.93031117905677,1.29680350940477,0.338479972528763,0,0,4.54976056427426,0,3.36882182819122,0,0,0.373863856277234,0,0.0229159259434865,1.55636858155153,0,1.24881885434732,21.4619166077103,0,0.639158725368635,0.770474210960804,55.0229715874525
Alpha_ID55_1st,0,2.68748605040385,0.0961779273625672,0,3.0892398748333,1.85976340006761,4.47495630412114,0,0,1.54905223831459,5.81581280633931,0,0.438344073457619,0,0,0.974030757861403,0,0.64291796499541,3.07433997670383,0,0,89.5102082224975,0,0.756237606962327,0.684108403327697,114.212329596958
Alpha_ID56_2nd,0.536678225580415,0.5462462304844,0.619206249257241,4.59793648570787,3.42802052979244,0,5.60424834141927,0.154634933236115,0,0,4.66239309558472,0,5.55529562893599,0,0,2.63127330317516,0,0,3.53550819367575,0,0,43.0750473477894,0,0.761392517218601,0.649316445731415,74.9464885646388
Alpha_ID56_3rd,0.593192217422437,0.931838433629937,0.134489038152652,2.86760888194181,3.73241939140146,7.68855467407611,1.91802671377853,0,0,0,4.07118432783112,0,4.63261377720186,0,0,2.11061253177226,0,0.460690599325406,1.525447855514,0,0,50.0646569115646,0,0.695757088908755,0.725432153262887,80.7313353536122
Alpha_EK_ID57_1st,1.38333643188824,0,0.363339989923674,0,2.9492853641423,0,1.13901038929278,0,0,0.382906091012747,3.77961306572466,0,10.7344380875008,0,0,2.7124825278643,0,1.35705273928093,2.49527032743136,0,0,75.0625958186378,0,0.727811702221907,0.716880933340065,102.3593308327
Alpha_EK_ID58_1st,0.924170612429696,2.41222230586181,0,0.127629566548853,5.75128053067737,7.02976125579454,3.58155885168745,0,0,0,8.39326949834624,0,0.527243069615764,0,0,2.52660392473809,0.0323911246342936,1.01621376689429,2.95824481576035,0,3.13136088016411,52.241287755022,0,0.73419629668309,0.679940388627685,90.6532379581749
Alpha_EK_ID59_1st,0.803018575924576,1.95981927193188,0.587134466081017,0,3.8649160399458,0,0.0102652974930332,0.540962267958007,0,0.148870551733693,4.77180033806729,0,11.1148629229428,0,0,1.45705374954359,0,0.88495834409283,1.53070133110054,0,0,49.6997573793066,0,0.663808299242904,0.770339343573185,77.3741205361217
Alpha_EK_ID59_2nd,2.36462361392727,0.142894072191608,0.18615866156723,0,4.36661341260931,0,1.14967838162641,1.00643838619985,0,0.0909236673782328,5.03022696451367,0,6.08212459195749,0,0,2.673025913908,0,1.30062381169111,2.78835438378998,0,0,72.4887794257121,0,0.592952942048909,0.8650575142297,99.6704652870723
Alpha_EK_ID59_3rd,0.716349716540942,1.78160303274794,0,3.0969001626146,1.52356185974395,1.32437724746971,2.42089085119602,0.0407526902670982,0,0,5.50677628248426,0,5.6854092678431,0,0,2.72225544182004,0,1.16675973434787,0,0,0,49.2931781844074,0,0.691790995210703,0.73733567602067,75.2788144714829
Alpha_EK_ID60_1st,0.818622560013617,0.571513453659327,0.372047954832173,0.0503756260376292,2.78010367841898,0,1.98118061916901,1.30269172015928,0,0,5.76001995030839,0,4.28773698674888,0,0,0.236428006551942,0,1.31121838720957,4.35411348702756,0,0,69.4836110147306,0,0.784898338776368,0.636217009826497,93.3096634448669
Alpha_EK_ID60_2nd,3.30289979718963,0,0.542555652123588,0,4.65002192962664,0,0.46291156734972,1.86752019302316,0,0.0805547473359433,4.59785578226943,0,4.503884276952,0,0,0,0,1.52361859387412,2.78528439883525,0,0,67.3198521051468,0,0.775397483688643,0.647705520179548,91.6369590437262
Alpha_ID61_2nd,3.23037535454975,3.36586227281225,0,5.6720918162149,4.98067031366086,7.38206038829916,0.637934537189085,0,0,0,3.80186330927315,0,0,0,0,4.1511024331077,0.767671370340086,0,3.44075354508668,0,1.578962477818,45.645900257694,0,0.744857613126162,0.670032241106835,84.6552480760456
Alpha_EK_ID62_1st,1.64999913298559,0.316391280334391,0.0892500484063811,4.84256692042698,0.50496173207663,0,2.89708236424104,1.88633935199872,0,0,5.15003251864654,0,8.30106876016221,0,0.027848601158327,2.66195590023856,0,0,3.29173348813153,0,0.128403594264294,44.3634079324041,0,0.624769931468041,0.794270283725672,76.1110416254753
Alpha_EK_ID62_2nd,2.06752543978408,0.770776129489105,0,13.0737838235907,0,2.57624167074863,0.666710417648629,0,0,0,6.60582892341655,0,6.54177125059899,0,0,2.74764341106372,0.0462949348711027,0,0,0,5.40084061299098,26.9517883953032,0,0.699036165075476,0.72013298923184,67.4492050095057
Alpha_EK_ID62_3rd,1.26385836488102,0.532218726024564,0,7.33668038808363,2.30983807889387,0.50894100620577,2.07619718805968,0,0,0,5.80478694761774,0,6.15461106321867,0,0,0.325903177318243,0,0.469098700532205,2.77715052992183,0,2.52216643620929,49.9124335964555,0,0.721690234255081,0.696810600615385,81.9938842034221
Alpha_ID63_1st,0,4.06165970705346,0,1.6080909768893,1.71971575528621,5.2797967784675,5.56368263977032,0,0,0,8.22245929028308,0,0,0,0,3.92473215389751,0.0793925861747046,0.286641582623446,3.34064054164546,0,0,87.4660073472246,0,0.748129221277382,0.677756057885115,121.552819359316
Alpha_ID63_2nd,1.90510418227101,1.67537932439828,0,5.86743315393401,3.26915537468765,4.55737289049032,1.39418393341014,0,0,0,4.03933369910539,0,0,0,0,3.53646133831657,0.225441973824054,0.211853216110025,3.50483807093107,0,0,67.3139893824455,0,0.729854405410314,0.695207594322941,97.500546539924
